study_time_min,practice_completion_rate,avg_quiz_score,quiz_attempts,hint_usage_rate,attendance_rate,days_since_last_activity,stress_index,prereq_mastery,device_reliability,mastery,gender,ses_index,first_gen
223.7,0.324,63.9,1,0.497,0.442,4.1,0.237,0.338,0.338,0,0,0.25,0
246.5,0.644,91.3,7,0.36,0.389,2.5,0.452,0.549,0.939,1,2,0.706,0
195.1,0.704,100.0,7,0.325,0.798,7.5,0.652,0.436,0.986,1,0,0.677,1
60.8,0.654,47.5,9,0.414,0.682,8.5,0.447,0.407,0.692,0,2,0.145,1
185.1,0.386,76.6,5,0.318,0.844,2.3,0.61,0.198,0.549,0,0,0.524,0
159.6,0.665,72.3,0,0.805,0.709,3.0,0.553,0.394,0.621,1,1,0.723,1
213.1,0.583,70.6,2,0.708,0.712,6.7,0.522,0.78,0.513,1,1,0.633,0
52.6,0.36,60.9,6,0.379,0.729,3.4,0.855,0.315,0.831,0,2,0.594,0
242.1,0.184,77.1,8,0.489,0.723,5.9,0.774,0.372,0.61,1,1,0.272,0
157.6,0.3,81.9,2,0.657,0.652,3.3,0.153,0.599,0.518,0,2,0.659,1
261.4,0.733,100.0,2,0.19,0.631,2.6,0.516,0.769,0.658,1,2,0.636,1
347.6,0.776,56.5,2,0.462,0.827,8.6,0.836,0.772,0.812,1,0,0.896,1
201.1,0.568,42.0,3,0.753,0.747,2.1,0.751,0.43,0.49,0,2,0.263,1
307.9,0.479,100.0,7,0.045,0.732,15.0,0.28,0.593,0.839,1,2,0.473,0
0.0,0.502,71.3,2,0.468,0.748,3.2,0.509,0.514,0.71,1,1,0.561,1
165.8,0.615,65.6,6,0.186,0.8,4.0,0.08,0.373,0.925,1,2,0.505,0
371.3,0.763,77.6,3,0.293,0.439,3.6,0.496,0.7,0.744,1,2,0.83,0
276.0,0.918,52.5,5,0.44,0.649,2.5,0.299,0.329,0.749,1,2,0.515,0
423.3,0.617,77.3,3,0.244,0.837,3.9,0.472,0.653,0.751,1,2,0.502,1
407.5,0.312,70.9,2,0.415,0.392,7.6,0.292,0.458,0.852,1,1,0.378,1
283.0,0.732,90.0,1,0.272,0.379,3.6,0.341,0.176,0.774,1,0,0.845,1
192.3,0.283,84.0,2,0.289,0.369,3.8,0.423,0.383,0.958,1,2,0.55,0
59.6,0.162,79.7,4,0.201,0.643,5.7,0.52,0.208,0.325,0,1,0.287,1
167.7,0.908,74.7,6,0.468,0.887,9.1,0.731,0.479,0.625,1,1,0.612,1
120.1,0.829,89.0,1,0.584,0.555,4.6,0.401,0.455,0.642,1,0,0.22,1
184.7,0.386,83.1,0,0.304,1.0,10.1,0.302,0.649,0.719,1,0,0.69,0
119.0,0.732,64.5,13,0.048,0.485,3.5,0.698,0.491,0.939,0,0,0.579,0
294.2,0.37,63.7,2,0.418,0.921,5.3,0.243,0.157,0.629,1,2,0.672,1
406.6,0.622,62.2,6,0.469,0.577,8.8,0.176,0.676,0.817,1,0,0.334,1
322.7,0.435,80.2,10,0.581,0.435,6.3,0.158,0.209,0.401,1,0,0.517,0
214.5,0.589,56.4,7,0.82,0.77,0.9,0.656,0.702,0.552,1,2,0.754,0
276.5,0.349,68.7,5,0.208,0.833,9.1,0.474,0.452,0.664,1,1,0.239,0
258.1,0.538,60.3,9,0.128,0.871,4.3,0.613,0.742,0.818,1,1,0.383,0
160.5,0.653,49.0,2,0.467,0.633,6.7,0.744,0.065,0.615,1,2,0.207,1
208.7,0.536,56.7,5,0.31,0.805,9.8,0.804,0.73,0.844,0,1,0.625,0
228.0,0.935,74.7,1,0.04,0.779,2.7,0.258,0.425,0.616,1,0,0.687,0
236.6,0.139,77.2,3,0.309,0.798,10.9,0.212,0.459,0.488,1,2,0.088,1
235.4,0.566,62.5,1,0.263,0.62,3.0,0.526,0.466,0.823,1,0,0.545,0
84.9,0.256,37.4,5,0.328,0.713,3.1,0.66,0.661,0.697,0,1,0.224,0
164.5,0.921,100.0,6,0.446,0.902,4.0,0.504,0.839,0.623,1,2,0.674,0
198.6,0.501,82.1,2,0.715,0.468,3.3,0.784,0.572,0.803,0,2,0.149,0
267.2,0.634,85.1,3,0.284,0.934,2.0,0.176,0.465,0.673,1,1,0.433,1
215.6,0.316,97.8,2,0.615,0.861,3.2,0.713,0.481,0.722,1,2,0.744,1
95.5,0.807,73.3,6,0.439,0.397,8.9,0.66,0.727,0.807,1,1,0.565,1
357.6,0.627,70.1,6,0.482,0.728,5.8,0.365,0.723,0.88,1,1,0.358,0
279.2,0.615,85.5,5,0.085,0.853,3.2,0.269,0.638,0.552,1,0,0.152,1
1.4,0.532,90.9,2,0.063,0.947,12.7,0.633,0.279,0.917,1,1,0.428,0
367.4,0.723,80.6,4,0.534,0.797,9.7,0.481,0.756,0.78,1,1,0.556,1
227.0,0.362,87.4,6,0.388,0.522,1.0,0.297,0.192,0.831,1,2,0.994,0
270.9,0.976,57.7,8,0.319,0.702,0.4,0.172,0.186,0.773,1,0,0.778,0
345.2,0.18,68.4,7,0.44,0.37,6.2,0.229,0.516,0.648,1,2,0.423,0
431.8,0.346,98.9,3,0.298,0.695,10.5,0.81,0.279,0.915,1,2,0.819,1
330.3,0.201,83.3,2,0.696,0.753,5.2,0.309,0.774,0.667,1,2,0.473,1
246.5,0.711,51.5,2,0.147,0.591,4.7,0.189,0.146,0.685,1,1,0.587,0
98.7,0.532,67.6,8,0.195,0.809,2.1,0.43,0.614,0.61,1,0,0.892,0
0.0,0.528,88.1,8,0.225,0.701,7.8,0.544,0.668,0.819,1,0,0.24,1
316.6,0.664,78.4,8,0.715,0.558,3.7,0.502,0.813,0.87,1,2,0.376,0
367.6,0.606,74.5,4,0.646,0.685,2.0,0.757,0.585,0.921,1,2,0.589,0
160.4,0.614,78.0,3,0.674,0.784,2.1,0.566,0.639,0.687,1,1,0.761,1
190.3,0.797,70.8,5,0.523,0.532,8.0,0.249,0.597,0.937,0,0,0.565,0
188.7,0.239,67.7,7,0.321,0.694,1.2,0.684,0.561,0.596,0,0,0.772,1
185.8,0.718,63.3,3,0.363,0.888,1.9,0.232,0.585,0.704,1,1,0.859,1
368.2,0.593,89.1,0,0.157,0.99,14.3,0.082,0.19,0.641,1,1,0.877,1
244.0,0.97,75.3,3,0.066,0.665,1.4,0.177,0.376,0.614,1,0,0.613,0
194.8,0.811,81.9,10,0.393,0.767,10.8,0.723,0.151,0.489,1,2,0.576,1
542.3,0.623,82.7,7,0.421,0.684,1.3,0.809,0.857,0.553,1,1,0.815,0
62.2,0.236,91.7,5,0.765,0.875,3.2,0.885,0.078,0.813,0,0,0.386,1
280.3,0.25,78.4,4,0.134,0.752,1.2,0.888,0.254,0.831,1,0,0.458,1
104.6,0.288,83.5,1,0.389,0.789,1.7,0.926,0.862,0.954,1,1,0.502,1
232.7,0.793,77.3,7,0.13,0.508,3.0,0.464,0.551,0.824,1,2,0.671,0
236.4,0.738,58.7,5,0.239,0.942,2.4,0.6,0.513,0.911,1,2,0.384,0
342.9,0.365,71.8,3,0.36,0.667,5.5,0.9,0.282,0.362,0,1,0.741,0
191.3,0.414,80.3,4,0.436,0.725,2.8,0.547,0.865,0.796,1,0,0.47,0
179.6,0.406,81.5,2,0.158,0.161,1.4,0.259,0.499,0.934,0,2,0.366,0
134.3,0.456,86.8,4,0.449,0.77,6.0,0.227,0.783,0.612,1,1,0.23,0
131.2,0.811,68.6,5,0.416,0.869,1.0,0.258,0.324,0.91,1,0,0.776,1
289.6,0.396,75.2,4,0.345,0.947,3.1,0.403,0.664,0.928,1,1,0.381,0
250.9,0.437,70.2,2,0.169,0.527,6.9,0.671,0.472,0.874,1,0,0.481,0
212.9,0.064,89.2,4,0.188,0.264,3.4,0.145,0.507,0.416,1,0,0.133,0
212.4,0.384,77.3,5,0.338,0.906,3.9,0.863,0.599,0.672,1,1,0.506,0
143.8,0.678,72.0,8,0.281,0.743,6.6,0.869,0.924,0.584,0,2,0.259,0
349.3,0.103,71.5,3,0.384,0.596,2.2,0.323,0.733,0.545,1,2,0.635,1
332.4,0.556,68.8,2,0.328,0.79,5.7,0.764,0.695,0.811,1,2,0.353,0
375.6,0.492,51.7,4,0.222,0.835,5.3,0.179,0.822,0.927,1,1,0.545,0
206.0,0.671,48.8,2,0.412,0.118,2.4,0.438,0.349,0.466,0,0,0.083,0
398.8,0.68,77.5,2,0.313,0.983,2.0,0.301,0.346,0.901,1,1,0.733,0
174.2,0.956,72.8,5,0.402,0.943,1.3,0.629,0.567,0.918,1,2,0.391,1
142.9,0.312,69.1,7,0.214,0.662,7.8,0.507,0.767,0.793,1,0,0.25,0
381.5,0.421,88.2,5,0.187,0.645,2.5,0.581,0.797,0.687,1,2,0.98,0
312.8,0.6,73.3,6,0.587,0.782,7.6,0.873,0.899,0.555,1,2,0.444,0
188.1,0.466,67.1,6,0.642,0.778,3.9,0.696,0.669,0.76,0,0,0.377,0
49.9,0.235,63.6,4,0.165,0.746,3.6,0.659,0.342,0.728,0,2,0.183,0
197.6,0.782,75.4,2,0.222,0.504,1.6,0.266,0.507,0.822,1,2,0.589,0
174.7,0.618,69.7,6,0.698,0.886,4.3,0.822,0.484,0.788,1,0,0.688,1
409.7,0.301,86.9,5,0.349,0.717,4.7,0.372,0.336,0.856,1,0,0.517,0
333.6,0.626,74.8,5,0.599,0.945,2.4,0.692,0.169,0.528,0,1,0.815,0
135.7,0.413,75.5,3,0.298,0.706,7.8,0.422,0.393,0.701,1,2,0.559,1
135.1,0.452,63.6,4,0.58,0.739,13.8,0.298,0.425,0.674,0,0,0.733,0
79.4,0.732,81.4,3,0.256,0.891,3.1,0.616,0.7,0.703,1,1,0.265,0
158.5,0.488,92.1,2,0.465,0.539,3.5,0.759,0.249,0.611,0,0,0.357,1
201.7,0.385,52.9,0,0.427,0.974,1.9,0.612,0.724,0.32,1,1,0.642,1
287.6,0.059,72.1,1,0.716,0.869,7.7,0.659,0.666,0.695,1,1,0.266,1
113.7,0.577,70.5,3,0.728,0.761,4.6,0.096,0.638,0.972,1,0,0.49,1
416.8,0.489,70.5,7,0.339,0.898,3.2,0.878,0.566,0.679,1,2,0.221,0
116.2,0.814,78.3,5,0.185,0.837,3.2,0.867,0.548,0.679,1,2,0.644,1
10.0,0.414,35.2,6,0.766,0.805,6.5,0.552,0.687,0.58,0,2,0.175,0
405.7,0.513,82.6,3,0.068,0.43,5.2,0.349,0.965,0.783,1,0,0.621,0
310.3,0.737,82.1,3,0.464,0.89,6.6,0.673,0.742,0.28,1,0,0.203,1
199.9,0.472,89.1,5,0.319,0.498,2.3,0.237,0.425,0.931,1,0,0.343,1
261.9,0.394,58.8,6,0.405,0.424,0.5,0.347,0.568,0.809,1,1,0.591,1
294.7,0.291,74.6,8,0.185,0.647,5.6,0.305,0.942,0.629,1,0,0.847,0
235.0,0.242,64.5,5,0.412,0.852,1.1,0.877,0.158,0.686,0,2,0.516,1
22.4,0.567,39.7,8,0.426,0.749,4.1,0.558,0.708,0.588,0,2,0.258,0
0.0,0.257,66.3,4,0.552,0.639,3.5,0.321,0.753,0.246,1,2,0.692,1
127.1,0.319,56.8,5,0.637,0.987,6.6,0.484,0.797,0.891,1,0,0.606,1
364.8,0.386,71.2,1,0.214,0.621,6.5,0.876,0.463,0.701,1,0,0.226,0
424.1,0.476,49.2,6,0.883,0.867,6.3,0.278,0.802,0.55,1,2,0.436,1
191.2,0.774,58.3,8,0.508,0.888,6.9,0.572,0.781,0.873,1,0,0.642,0
114.6,0.545,64.7,5,0.221,0.744,3.1,0.349,0.348,0.829,0,1,0.661,0
195.6,0.1,77.3,3,0.559,0.788,13.3,0.401,0.307,0.662,0,2,0.185,1
298.3,0.622,100.0,5,0.126,0.913,1.3,0.3,0.284,0.813,1,0,0.779,1
231.1,0.613,70.7,1,0.386,0.509,7.9,0.542,0.857,0.753,0,0,0.178,0
0.0,0.863,60.6,2,0.709,0.816,3.8,0.349,0.542,0.78,0,0,0.775,0
597.4,0.958,65.5,4,0.085,0.905,3.7,0.945,0.654,0.866,1,0,0.76,0
374.6,0.424,84.2,2,0.335,0.863,4.1,0.426,0.913,0.858,1,0,0.776,0
143.2,0.684,47.7,4,0.537,0.502,5.0,0.553,0.098,0.552,0,2,0.107,0
141.0,0.383,87.4,3,0.121,0.759,3.9,0.441,0.727,0.419,1,1,0.547,0
273.6,0.502,70.3,9,0.183,0.747,4.8,0.577,0.203,0.758,1,2,0.169,0
304.5,0.452,73.2,3,0.314,0.838,1.6,0.717,0.6,0.928,1,2,0.697,1
175.1,0.317,42.9,2,0.084,0.849,6.0,0.379,0.377,0.721,1,2,0.298,0
270.4,0.591,84.9,3,0.531,0.691,3.1,0.571,0.864,0.778,1,0,0.576,0
237.6,0.329,64.3,3,0.253,0.989,7.2,0.385,0.148,0.484,0,0,0.804,1
209.2,0.593,68.7,2,0.363,0.337,10.2,0.522,0.588,0.512,0,2,0.233,0
299.9,0.885,69.8,4,0.12,0.75,6.0,0.621,0.529,0.616,1,0,0.552,1
287.8,0.623,52.8,4,0.414,0.936,7.8,0.221,0.51,0.481,1,0,0.679,0
252.0,0.598,68.8,6,0.123,0.739,7.7,0.628,0.462,0.485,1,2,0.561,0
373.2,0.31,55.1,8,0.867,0.699,3.9,0.425,0.345,0.677,1,2,0.367,1
0.0,0.459,57.4,2,0.196,0.427,5.7,0.563,0.679,0.664,1,2,0.121,0
132.2,0.528,78.1,2,0.521,0.819,1.9,0.402,0.573,0.687,1,2,0.398,0
167.9,0.795,76.3,6,0.322,0.901,5.6,1.0,0.603,0.594,0,0,0.102,1
139.7,0.823,71.7,4,0.52,0.699,9.6,0.399,0.751,0.434,1,2,0.621,0
206.4,0.424,62.6,4,0.654,0.894,7.9,0.665,0.698,0.369,1,2,0.806,1
361.7,0.496,62.9,3,0.091,0.756,6.2,0.441,0.666,0.735,1,2,0.424,0
203.6,0.484,62.7,3,0.16,0.567,4.4,0.385,0.471,0.772,1,2,0.619,0
0.0,0.215,36.6,1,0.253,0.731,6.9,0.818,0.853,0.868,0,2,0.26,1
118.4,0.454,67.5,2,0.226,0.695,3.0,0.454,0.825,0.613,1,1,0.313,0
171.4,0.671,43.2,3,0.351,0.628,12.7,0.643,0.354,0.354,1,0,0.305,0
224.4,0.601,73.1,3,0.437,0.649,7.2,0.29,0.685,0.693,1,1,0.407,1
226.2,0.762,46.1,4,0.529,0.9,4.0,0.388,0.636,0.812,1,0,0.32,0
272.2,0.627,55.1,6,0.747,0.934,2.1,0.535,0.44,0.708,1,0,0.446,1
204.7,0.585,81.4,3,0.337,0.865,2.4,0.364,0.642,0.926,1,0,0.468,0
118.8,0.208,75.3,5,0.021,0.993,4.6,0.527,0.745,0.768,1,2,0.741,0
171.5,0.291,45.6,9,0.378,0.57,4.9,0.427,0.311,0.846,0,1,0.342,1
181.5,0.401,67.2,4,0.654,0.829,0.7,0.56,0.798,0.675,1,1,0.898,1
133.6,0.352,70.2,3,0.124,0.473,2.7,0.335,0.494,0.695,0,2,0.157,0
326.0,0.872,66.3,6,0.352,0.607,4.1,0.731,0.0,0.873,1,1,0.757,1
209.5,0.537,61.7,7,0.23,0.499,5.5,0.864,0.818,0.597,1,1,0.313,0
310.6,0.393,75.4,3,0.407,0.964,6.1,0.665,0.849,0.35,1,0,0.421,0
177.8,0.717,72.6,8,0.595,0.58,7.8,0.554,0.757,0.884,0,2,0.596,1
415.9,0.756,61.1,5,0.408,0.475,1.8,0.563,0.357,0.751,1,1,0.863,0
239.0,0.32,66.8,6,0.693,0.79,5.5,0.631,0.573,0.623,0,0,0.221,0
177.3,0.503,62.5,4,0.26,0.421,3.5,0.575,0.289,0.553,0,2,0.204,1
286.4,0.866,96.1,6,0.483,0.404,6.7,0.785,0.858,0.789,1,2,0.52,0
145.7,0.277,70.6,5,0.128,0.726,2.5,0.822,0.524,0.375,1,0,0.468,1
0.0,0.53,68.4,3,0.282,0.683,5.3,0.493,0.562,0.647,1,0,0.309,1
98.3,0.801,70.1,4,0.045,0.845,3.2,0.722,0.418,0.478,0,0,0.07,0
332.2,0.636,70.5,2,0.237,0.658,4.0,0.436,0.833,0.795,1,0,0.801,0
228.8,0.478,61.9,4,0.156,0.856,3.1,0.573,0.711,0.556,1,0,0.59,1
234.9,0.446,81.4,2,0.829,0.871,10.4,0.397,0.824,0.743,1,2,0.763,1
156.7,0.869,81.6,7,0.441,0.765,1.3,0.413,0.655,0.782,1,1,0.86,0
4.9,0.216,100.0,2,0.391,0.809,2.7,0.771,0.584,0.486,0,2,0.423,0
406.7,0.728,85.4,2,0.104,0.865,3.0,0.548,0.208,0.591,1,2,0.673,0
197.1,0.577,82.6,5,0.645,0.663,2.6,0.777,0.284,0.771,1,1,0.432,1
172.8,0.655,82.0,4,0.468,0.769,2.4,0.644,0.211,0.49,1,1,0.481,1
176.1,0.626,65.3,2,0.708,0.797,3.8,0.419,0.017,0.824,1,0,0.895,1
358.0,0.415,54.4,7,0.379,0.617,3.7,0.354,0.667,0.705,1,0,0.455,0
316.9,0.796,57.9,2,0.305,0.836,1.6,0.247,0.292,0.472,1,1,0.592,1
113.6,0.346,81.6,5,0.42,0.523,6.6,0.201,0.568,0.68,1,0,0.428,0
293.1,0.306,86.4,6,0.162,0.705,7.5,0.862,0.319,0.659,1,0,0.278,0
234.0,0.553,85.3,4,0.292,0.755,7.8,0.813,0.772,0.858,1,0,0.798,0
97.8,0.634,64.2,2,0.519,0.693,5.0,0.301,0.653,0.828,0,2,0.166,0
132.7,0.563,90.0,5,0.41,0.525,1.8,0.487,0.606,0.826,1,1,0.162,0
163.8,0.774,68.8,4,0.305,0.816,6.4,0.518,0.686,0.82,1,2,0.829,0
19.7,0.532,50.4,4,0.272,0.545,6.1,0.779,0.49,0.523,0,1,0.185,0
305.4,0.414,75.5,2,0.324,0.846,4.5,0.507,0.412,0.736,1,0,0.356,1
195.7,0.492,90.1,2,0.515,0.994,10.0,0.45,0.543,0.816,1,1,0.485,0
232.9,0.095,54.7,1,0.236,0.758,6.5,0.224,0.564,0.795,1,0,0.258,0
281.6,0.847,51.1,9,0.155,0.71,1.9,0.621,0.658,0.512,1,2,0.763,0
280.3,0.331,72.5,6,0.281,0.657,4.2,0.299,0.644,0.68,1,0,0.598,0
0.0,0.677,77.3,5,0.217,0.554,5.6,0.811,0.52,0.811,0,1,0.316,0
154.7,0.356,33.5,1,0.53,0.769,12.7,0.584,0.443,0.706,0,2,0.737,1
282.6,0.183,85.7,2,0.733,0.567,5.8,0.295,0.305,0.922,1,1,0.613,0
109.8,0.841,55.9,4,0.192,0.915,3.5,0.606,0.819,0.992,1,1,0.688,0
261.0,0.725,82.1,4,0.475,0.804,9.9,0.767,0.33,0.963,0,1,0.564,1
12.0,0.355,38.5,4,0.599,0.605,15.5,0.556,0.768,0.347,0,2,0.061,0
166.8,0.479,45.9,1,0.314,0.447,4.6,1.0,0.48,0.497,1,0,0.259,1
397.1,0.849,80.7,4,0.516,0.883,1.3,0.521,0.804,0.647,1,1,0.392,0
305.2,0.243,89.0,3,0.521,0.725,2.7,0.321,0.282,0.949,1,2,0.495,1
0.0,0.668,66.4,5,0.347,0.414,3.3,0.983,0.616,0.78,0,1,0.252,0
343.3,0.241,100.0,3,0.527,0.745,3.8,0.882,0.126,0.721,1,1,0.77,0
420.4,0.131,57.7,2,0.83,0.625,4.4,0.899,0.825,0.866,1,0,0.546,0
472.7,0.294,52.0,7,0.291,0.895,3.8,0.429,0.625,0.667,1,0,0.163,0
302.3,0.333,70.8,4,0.417,0.498,6.7,0.134,0.666,0.838,1,2,0.957,1
69.9,0.793,67.1,6,0.219,0.627,9.0,0.438,0.646,0.46,1,1,0.372,0
267.8,0.42,76.0,5,0.019,0.687,10.9,0.441,0.406,0.893,1,0,0.528,0
425.6,0.349,64.6,4,0.523,0.528,8.6,0.49,0.336,0.808,1,1,0.719,1
199.4,0.573,79.9,4,0.377,0.553,5.6,0.631,0.38,0.774,1,1,0.49,1
364.7,0.896,82.6,7,0.107,0.495,3.5,0.704,0.723,0.569,1,1,0.85,0
127.6,0.734,94.6,3,0.763,0.716,3.6,0.836,0.388,0.802,1,2,0.555,0
206.0,0.179,59.6,3,0.625,0.806,3.8,0.489,0.789,0.528,1,0,0.287,1
0.0,0.594,76.7,1,0.207,0.827,0.9,0.751,0.765,0.749,0,1,0.592,1
145.5,0.433,83.5,2,0.573,0.908,13.1,0.783,0.424,0.199,1,1,0.708,1
164.3,0.228,66.4,10,0.529,0.728,11.7,0.27,0.343,0.709,0,2,0.195,1
210.0,0.266,72.0,2,0.464,0.726,4.8,0.446,0.477,0.847,1,0,0.929,0
76.9,0.857,43.1,5,0.248,0.54,3.0,0.105,0.452,0.818,0,0,0.501,0
165.0,0.555,73.2,5,0.276,0.463,1.9,0.261,0.507,0.859,1,1,0.508,0
201.3,0.457,74.8,5,0.165,0.801,7.3,0.689,0.83,0.699,1,1,0.055,0
210.5,0.508,71.2,8,0.132,0.585,7.8,0.615,0.548,0.65,1,2,0.392,1
226.7,0.873,61.0,5,0.192,0.911,7.4,0.848,0.326,0.774,0,1,0.611,0
300.5,0.887,48.5,4,0.568,0.74,16.2,0.66,0.257,0.482,0,2,0.616,0
182.3,0.484,78.3,4,0.334,0.658,0.8,0.08,0.169,0.65,1,1,0.395,1
314.5,0.233,67.0,3,0.612,0.339,4.8,0.457,0.422,0.482,1,0,0.236,0
111.2,0.182,91.5,7,0.399,0.78,0.4,0.362,0.585,0.654,1,0,0.549,0
377.1,0.557,46.2,5,0.179,0.776,3.8,0.655,0.939,0.69,1,2,0.138,0
372.4,0.403,68.4,3,0.506,0.946,5.7,0.536,0.637,0.711,1,0,0.776,1
125.8,0.364,48.0,5,0.322,0.691,5.5,0.461,0.272,0.819,1,2,0.119,0
218.2,0.273,89.4,8,0.204,0.339,3.2,0.618,0.521,0.874,1,0,0.756,0
242.7,0.46,89.3,1,0.355,0.915,10.5,0.231,0.787,0.847,1,0,0.342,0
315.9,0.319,100.0,4,0.356,0.475,1.2,0.415,0.223,0.648,1,0,0.758,0
285.4,0.232,73.8,6,0.2,0.446,4.3,0.593,0.53,0.489,1,1,0.247,1
17.5,0.161,77.5,3,0.524,0.538,5.6,0.848,0.597,0.813,1,1,0.185,0
268.1,0.398,78.1,4,0.768,0.751,1.3,0.587,0.511,0.706,0,2,0.525,1
17.2,0.19,83.0,3,0.152,0.968,5.0,0.488,0.238,0.85,0,1,0.671,0
230.5,0.269,75.7,3,0.582,0.531,2.6,0.559,0.628,0.891,0,1,0.752,0
379.9,0.105,80.7,7,0.208,0.853,3.7,0.693,0.546,0.754,1,1,0.424,0
9.1,0.897,96.5,1,0.387,0.424,4.2,0.561,0.764,0.355,1,2,0.311,1
0.0,0.617,69.6,2,0.408,0.535,7.0,0.761,0.289,0.601,0,1,0.225,1
244.3,0.075,72.3,4,0.175,0.963,2.9,0.291,0.785,0.555,1,0,0.364,0
317.6,0.749,69.3,2,0.463,0.573,2.3,0.323,0.857,0.439,1,1,0.071,0
255.8,0.913,69.9,6,0.806,0.882,2.1,0.127,0.222,0.871,1,2,0.361,0
40.5,0.446,78.4,5,0.211,0.816,7.4,0.246,0.352,0.92,0,0,0.706,0
34.9,0.471,69.4,3,0.237,0.833,2.8,0.714,0.775,0.476,1,2,0.515,0
230.8,0.791,88.0,1,0.428,0.969,5.9,0.506,0.077,0.827,1,1,0.548,1
90.3,0.399,86.6,3,0.28,0.603,6.7,0.469,0.304,0.785,0,1,0.523,0
235.0,0.899,100.0,4,0.313,0.746,12.5,0.61,0.327,0.715,1,0,0.539,1
186.6,0.835,66.2,4,0.399,0.561,4.2,0.539,0.34,0.637,0,2,0.188,1
166.1,0.711,76.0,4,0.54,0.799,3.9,0.984,0.529,0.808,1,0,0.422,0
419.6,0.803,75.5,3,0.223,0.788,2.3,0.42,0.48,0.945,1,0,0.657,0
285.0,0.279,74.8,7,0.299,0.612,9.1,0.263,0.493,0.681,1,1,0.448,1
298.3,0.587,82.3,5,0.51,0.452,3.8,0.251,0.55,0.754,1,1,0.181,0
321.3,0.725,49.3,3,0.042,0.908,12.5,0.34,0.566,0.791,0,1,0.504,0
233.5,0.411,81.4,5,0.218,0.949,6.2,0.24,0.804,0.631,1,0,0.68,1
228.6,0.388,100.0,3,0.109,0.809,6.2,0.346,0.559,0.743,1,0,0.707,0
217.3,0.205,94.1,1,0.275,0.931,3.9,0.637,0.699,0.92,1,0,0.778,1
294.9,0.77,89.5,5,0.598,0.865,2.8,0.139,0.397,0.869,1,1,0.378,0
148.5,0.354,83.8,7,0.499,0.83,0.8,0.425,0.384,0.529,1,1,0.501,0
354.8,0.705,58.2,7,0.441,0.493,9.9,0.965,0.727,0.525,0,1,0.303,0
138.0,0.265,61.5,7,0.494,0.931,2.8,0.841,0.825,0.621,1,1,0.473,0
273.6,0.584,64.6,5,0.066,1.0,5.1,0.192,0.233,0.733,1,2,0.904,0
224.8,0.68,59.1,4,0.68,0.756,2.1,0.359,0.767,0.924,1,1,0.732,0
200.4,0.644,88.3,2,0.648,0.719,3.0,0.701,0.32,0.722,1,1,0.853,0
404.0,0.073,87.1,2,0.213,0.416,5.2,0.551,0.267,0.416,1,1,0.177,0
116.7,0.628,72.6,7,0.623,0.57,8.2,0.241,0.766,0.596,0,1,0.206,0
186.5,0.681,83.3,7,0.091,0.93,4.7,0.321,0.716,0.696,1,1,0.657,0
176.9,0.687,79.1,5,0.525,0.927,13.0,0.274,0.866,0.835,1,0,0.689,0
254.5,0.278,83.0,4,0.31,0.806,4.4,0.158,0.894,0.395,1,0,0.749,0
238.9,0.158,45.4,4,0.621,0.946,4.6,0.228,0.853,0.508,1,2,0.898,0
96.9,0.424,76.4,3,0.42,0.592,4.6,0.36,0.728,0.828,1,1,0.461,0
118.3,0.38,60.5,3,0.756,0.779,5.3,0.246,0.822,0.786,1,1,0.324,0
287.1,0.742,71.4,4,0.278,0.865,12.2,0.516,0.375,0.635,0,0,0.373,0
363.0,0.649,78.2,6,0.655,0.775,0.6,0.509,0.471,0.691,1,1,0.916,1
252.6,0.53,65.0,3,0.16,0.939,8.7,0.617,0.394,0.904,1,1,0.736,1
256.5,0.495,59.9,1,0.322,0.925,3.1,0.501,0.331,0.658,1,1,0.851,0
125.3,0.741,56.1,0,0.394,0.508,2.7,0.3,0.632,0.564,0,1,0.083,1
194.7,0.452,54.7,6,0.276,0.669,7.6,0.61,0.388,0.772,1,1,0.797,0
63.8,0.602,50.3,4,0.299,0.843,5.5,0.699,0.371,0.582,0,2,0.192,0
48.8,0.914,57.7,7,0.498,0.762,2.7,0.57,0.341,0.747,1,1,0.626,0
142.7,0.645,51.9,6,0.511,0.797,4.8,0.625,0.278,0.799,1,2,0.536,0
264.4,0.542,73.9,5,0.625,0.741,4.9,0.632,0.541,0.498,1,2,0.199,0
173.3,0.156,59.4,2,0.247,0.443,5.8,0.632,0.461,0.501,1,1,0.615,0
181.9,0.245,45.9,5,0.236,0.651,4.1,0.656,0.245,0.442,0,2,0.347,1
179.8,0.427,66.4,4,0.043,0.561,3.3,0.948,0.498,0.436,1,0,0.337,0
301.9,0.817,50.9,5,0.657,0.837,6.2,0.323,0.647,0.535,1,2,0.328,0
62.9,0.766,86.9,6,0.501,0.607,3.4,0.53,0.777,0.703,1,2,0.265,0
250.5,0.638,73.9,2,0.16,0.616,6.5,0.288,0.579,0.872,1,1,0.642,0
212.5,0.243,51.4,4,0.157,0.709,4.2,0.218,0.658,0.665,1,2,0.619,0
227.5,0.601,80.0,3,0.598,0.715,10.3,0.348,0.357,0.662,0,1,0.458,0
191.9,0.6,67.7,3,0.322,0.687,7.8,0.657,0.496,0.534,1,0,0.233,0
226.3,0.431,68.7,5,0.363,0.808,6.2,0.521,0.472,0.708,1,2,0.374,0
